,expected_n_aftershocks,gen_0_parent,generation,is_background,latitude,longitude,magnitude,n_aftershocks,parent,time,current_rate,distance_range_squared,source_to_end_time_distance,pos_source_to_start_time_distance,dice,p_detected,detected
10469,1.0676173120811911,1960,2,False,31.399004420864824,130.7928035212601,3.4,1,7158,1970-02-04 12:01:59.353680600,0.06896314683787554,381.6207328273484,18227.49861859166,0.0,0.7604472807351331,0.9999733955713013,True
15559,0.2676749466450622,764,5,False,57.04512474579469,125.11671001478544,2.8,0,14300,1970-02-05 02:57:05.220150000,0.002337388128626483,58.2665506960063,18226.87702291493,0.0,0.21049367545714792,0.99999535004465,True
2115,0.266621504181986,2115,0,True,41.6494334004279,120.52607951024193,2.8,0,0,1970-02-07 08:07:44.736943000,0.0014943709734163853,57.95524766680427,18224.661287766863,0.0,0.3656173972342398,0.9999970271244024,True
12576,0.18898738312013247,1336,3,False,58.55452109923422,102.8510086685489,2.6,0,9793,1970-02-08 03:40:26.667723200,0.007475746325432241,36.31151583833568,18223.846913568017,0.0,0.32446166083456807,0.9999686849382856,True
12943,0.9485260136204684,1767,3,False,35.50939651853884,115.55971754868365,3.4,0,10366,1970-02-08 11:46:46.369597200,0.04147307208354551,324.974634838377,18223.50918553707,0.0,0.8073261899553439,0.9999840005381068,True
2116,0.3070980327630379,2116,0,True,24.45849672133034,124.164144741853,2.8,0,0,1970-02-12 12:06:27.706223000,1e-08,70.22335431039944,18219.495512659454,0.0,0.6790341813868482,0.9999999999801061,True
2117,0.19056523365238112,2117,0,True,52.01615210495696,108.94315231244298,2.6,0,0,1970-02-15 08:50:50.243553000,1e-08,36.723986894372366,18216.63136292184,0.0,0.9698887139382159,0.9999999999581105,True
6432,0.36459375277422046,1723,1,False,21.138110700640663,124.01172667711303,2.9,0,1723,1970-02-19 00:00:15.163562600,6.089727524457968e-05,88.66157192284581,18212.999824495804,0.0,0.06039293045954697,0.9999999108290584,True
7128,0.1804048608755521,1909,1,False,51.63101759015628,137.08079081381572,2.6,0,1909,1970-02-23 19:14:55.249273800,0.0003167176293320846,34.08969560821444,18208.197971651924,0.0,0.9121120547244388,0.9999986732855299,True
19035,0.15927629736088672,1767,8,False,35.184693281447224,115.45683500414651,2.5,0,18277,1970-02-26 18:06:40.948179599,0.08114610445637184,28.7826562816518,18205.245359396067,0.0,0.9103733772156152,0.9993828133294789,True
10471,0.16796187389957978,1960,2,False,31.493039707258294,130.80161724912358,2.5,0,7158,1970-02-27 22:42:25.027747800,0.01942684409972843,30.935551656601277,18204.053876993657,0.0,0.4465275815198819,0.9998522072679783,True
10468,0.2982842161661009,1960,2,False,31.295525195535536,130.92872218738896,2.8,0,7158,1970-03-01 05:28:01.530538200,0.01582071763309041,67.49951094857731,18202.77220450766,0.0,0.012621693397579459,0.9999685269882813,True
17215,0.19870908206505802,1767,6,False,35.19477730934991,115.40823643316052,2.6,0,15947,1970-03-01 14:58:23.785299599,0.09008414334436243,38.87225388373045,18202.376113596067,0.0,0.9370087745311072,0.9996227129235297,True
16111,0.22946945236712787,1977,5,False,23.796496295751517,118.04243729824181,2.7,0,14812,1970-03-01 23:08:40.649949399,0.008077991855875965,47.26691715770948,18202.035640625585,0.0,0.5356396354753145,0.9999774266267222,True
2118,3.480509280273202,2118,0,True,23.590589606826512,103.38630447503205,4.0,5,0,1970-03-04 18:01:18.246920000,4.556209686352364e-06,1900.4831903532609,18199.249094364353,0.0,0.8403697884887984,0.9999999995937271,True
2119,0.15572936773850232,2119,0,True,56.33507460704934,133.549781702119,2.5,0,0,1970-03-08 07:18:34.564177000,1e-08,27.9153860275111,18195.69543328499,0.0,0.7287843780716011,0.9999999999239179,True
7244,1.6065223268042348,2118,1,False,24.16809558887567,103.68216066496385,3.6,2,2118,1970-03-09 01:11:32.733944000,1e-08,664.8612205365945,18194.95031557935,0.0,0.9509837363088431,0.9999999999976497,True
7246,0.24351404286787262,2118,1,False,23.59289840018635,103.37509625898996,2.7,1,2118,1970-03-10 16:09:22.900318400,0.03236795029113375,51.23963748392956,18193.326818283353,0.0,0.19710836665973908,0.9999095531364184,True
12732,0.21869631032447429,1654,3,False,57.38389537544429,117.59127034592538,2.7,0,10009,1970-03-14 06:31:39.359180000,0.0003526900073546685,44.2778598134618,18189.728016676156,0.0,0.7600802495226155,0.9999990144222394,True
12073,0.9059276535969699,459,3,False,35.42485723585528,121.3878400399052,3.4,2,9050,1970-03-15 07:20:48.204010399,0.004254907094809591,305.3086460116374,18188.693886527657,0.0,0.908117014596161,0.9999983585321939,True
16051,0.1856439565004758,1767,5,False,35.184115488990976,115.43554246596003,2.6,1,14777,1970-03-16 00:20:47.915456400,0.07907807795404281,35.44158185597106,18187.98555653407,0.0,0.34393349165354625,0.9996688004851706,True
17266,0.43047396402726906,1767,6,False,35.17906942745135,115.433544549959,3.0,0,16051,1970-03-16 06:43:42.983984400,0.19671253430469546,111.10568090299405,18187.71964138907,0.0,0.4574401163713858,0.9997837071046989,True
9191,0.3010238184695271,764,2,False,56.843304638120976,125.52499944575018,2.8,0,5265,1970-03-20 18:01:22.728610800,0.007760008502035792,68.34311495386736,18183.24904249293,0.0,0.45748094577154563,0.9999845624704005,True
2120,0.9123097143949619,2120,0,True,31.998627290930557,111.79309808247208,3.4,1,0,1970-03-25 16:15:16.451967000,0.0014589194713523932,308.23429022573225,18178.322726250382,0.0,0.8732768046710612,0.9999994371744008,True
2121,0.2581287519608761,2121,0,True,54.440810556822676,103.71644698108281,2.7,0,0,1970-03-26 10:50:57.868286000,0.00021617317157569075,55.46174656569824,18177.547941339282,0.0,0.49463914230474515,0.9999993959128228,True
19031,0.15574180845619073,1767,8,False,35.227274559735555,115.41325184613937,2.5,0,18277,1970-03-27 15:27:20.213965198,0.08367943350285165,27.918415677598087,18176.356016042067,0.0,0.15586151953457095,0.9993635512925582,True
10513,0.16212753530779092,2118,2,False,24.16319556307816,103.68016289299163,2.5,0,7244,1970-03-28 05:36:27.336900800,0.007051693472531604,29.484866315980522,18175.76635026735,0.0,0.05910449118102434,0.9999463506217895,True
7247,7.404125858442234,2120,1,False,31.988113000843956,111.7991009451256,4.4,13,2120,1970-03-29 10:22:59.517173400,0.025319408579758507,5299.448843271952,18174.567366699383,0.0,0.9845103076476522,0.9999991322704277,True
10520,0.15292329801625537,2120,2,False,31.99220798866215,111.80959355610165,2.5,0,7247,1970-03-29 10:28:07.265851800,37.01680684672538,27.234258045774368,18174.56380479338,0.0,0.5270441804748358,0.7545513716277422,True
10516,0.21776281059828176,2120,2,False,31.985305613820046,111.78601799166029,2.6,0,7247,1970-03-29 13:32:24.925253400,1.9446947549954725,44.02129664145688,18174.435822624382,0.0,0.6479717603229036,0.991886855200596,True
10524,0.19536671630436855,2120,2,False,31.993441203049436,111.7972883566224,2.6,0,7247,1970-03-29 22:31:19.549138200,0.6640950860158534,37.986674638144244,18174.06157929238,0.0,0.1375935931345822,0.9972220025116985,True
10521,0.20069507452259439,2120,2,False,31.985384193336646,111.79951007949512,2.6,0,7247,1970-03-30 06:58:08.742456600,0.49992169239024925,39.400994957280936,18173.70962103638,0.0,0.557044701905412,0.9979080425895729,True
10274,0.7396414426066978,1767,2,False,35.35579745050394,115.40259023366183,3.3,0,6789,1970-03-30 14:07:48.353024400,0.04899991712481224,231.78786289949934,18173.411245914067,0.0,0.3793900324157913,0.9999756618426098,True
10525,0.1664655478552735,2120,2,False,32.00231243829586,111.80643999079612,2.5,1,7247,1970-03-31 06:07:30.495787800,0.2706224480567901,30.561746199038698,18172.744785928382,0.0,0.5479416137015822,0.9979431637587014,True
13030,0.5414409153742418,2120,3,False,32.00353568949993,111.80398509549384,3.1,1,10525,1970-03-31 06:08:29.799797400,10.693527066787873,151.72287257649037,18172.74409953938,0.0,0.7911227774856466,0.9910916933193853,True
7245,0.20575659180458777,2118,1,False,23.588122766224583,103.38215230594021,2.6,0,2118,1970-04-02 01:11:54.556424000,0.009645358325725108,40.757019290484024,18170.95006300435,0.0,0.8683364947556287,0.9999595968608969,True
7220,0.2938730704452121,2094,1,False,57.735451888910866,102.8499687299018,2.8,2,2094,1970-04-02 04:31:35.064114000,0.0015169913083410563,66.1470244470967,18170.811399720904,0.0,0.5143097505394137,0.9999969821239699,True
10500,0.15085415959479756,2094,2,False,57.73465897252084,102.85003026088387,2.5,0,7220,1970-04-02 05:36:51.754270800,0.7819916307528485,26.73486626014692,18170.766067658904,0.0,0.5888355988318626,0.9940681012211356,True
10518,0.21977324358984746,2120,2,False,31.96901324769148,111.79903260566722,2.7,1,7247,1970-04-04 09:52:02.061202200,0.11264719338411086,44.574332342815346,18168.588865032383,0.0,0.6040203112899287,0.9996852614235764,True
12999,0.19705719069869537,1977,3,False,23.79178113053872,118.10663299060604,2.6,0,10480,1970-04-07 03:12:24.968051800,0.009853798756612745,38.4339025307388,18165.866377684586,0.0,0.1489404742687963,0.9999587237493307,True
10528,0.15085905571520944,2120,2,False,31.98296750529617,111.80800257500098,2.5,0,7247,1970-04-10 12:17:14.944008600,0.06438703045466782,26.736045068062065,18162.488021481382,0.0,0.0034681311193276443,0.9995102494377693,True
19039,0.21714260290262163,1767,8,False,35.23641296792712,115.42800165488977,2.6,0,18277,1970-04-11 01:56:50.808329999,0.08665459939253625,43.85105647119296,18161.91885638507,0.0,0.26816797290124395,0.9996370738058671,True
7131,0.20443088922286093,1915,1,False,20.657633471567312,121.04362597932369,2.6,0,1915,1970-04-13 06:21:20.912165200,0.0002899750273452956,40.40068315476191,18159.73517462772,0.0,0.46183274487738113,0.9999987853088977,True
2122,0.5106787160836106,2122,0,True,34.86632615394946,109.22152399455454,3.1,0,0,1970-04-15 18:04:10.643328000,0.0014432450470124182,140.13286947360987,18157.247099035554,0.0,0.10196581321077147,0.9999987923095467,True
9616,0.43492270276074996,784,2,False,32.41629139162905,136.20032887036774,3.0,0,5784,1970-04-18 12:45:30.317781000,1e-08,112.66845439502319,18154.46839909976,0.0,0.1547266209754744,0.9999999999890035,True
2123,0.2805015960048833,2123,0,True,44.19523543310308,106.08472760323264,2.8,1,0,1970-04-23 12:31:32.121476000,0.0014375358114407102,62.091890406348675,18149.47810044588,0.0,0.3066784831277233,0.9999971401911225,True
7248,0.8335858726512567,2123,1,False,44.19804636333096,106.08160459677416,3.3,3,2123,1970-04-23 16:39:57.273792800,0.22387804266422356,272.670211106089,18149.30558710888,0.0,0.17694784036437705,0.9998888050691024,True
10530,0.19652399574230972,2123,2,False,44.193317390846644,106.05616041134878,2.6,0,7248,1970-04-23 17:25:47.060583200,2.0894003931589324,38.29269264418077,18149.27376087288,0.0,0.32806203368141207,0.9912857901403691,True
10523,0.3287943547685629,2120,2,False,31.990186796713417,111.79150956270361,2.9,1,7247,1970-04-23 20:38:15.668328600,0.03422185165946924,77.04743744565678,18149.14009643138,0.0,0.3680397037653056,0.9999498907233014,True
13029,0.14643426385268088,2120,3,False,31.983942705045283,111.78279475279689,2.5,0,10523,1970-04-25 02:45:17.463883800,0.0707517516705968,25.67634671674742,18147.885214538383,0.0,0.9037955085365325,0.9994618501423241,True
10529,0.48812009531493783,2123,2,False,44.182901062142435,106.09234563362074,3.1,1,7248,1970-04-26 05:35:15.096000800,0.0662705755806218,131.79055786242102,18146.76718638888,0.0,0.5042616340546374,0.9999445470671344,True
2124,0.5113165662283731,2124,0,True,36.132790823904976,137.93694674086302,3.1,0,0,1970-04-28 11:20:36.037875000,3.955476468161048e-05,140.37070450264656,18144.527360672742,0.0,0.7461375448547413,0.9999999669010194,True
10447,0.6240693669137737,1883,2,False,35.360498415712506,105.12608939129198,3.2,1,7116,1970-05-01 09:11:51.696981000,0.002066135979727474,184.01250119915673,18141.616762766425,0.0,0.15511013583559907,0.9999986723130695,True
6714,0.17240082245438737,1767,1,False,35.308413836846604,115.4567569751043,2.5,0,1767,1970-05-02 06:21:28.256048400,0.05763935577456121,32.05147965878901,18140.73508962907,0.0,0.5470418426375953,0.999561563388531,True
12933,0.3200556439192947,1767,3,False,35.39469396666873,115.38678293306974,2.8,0,10321,1970-05-03 19:09:07.138477200,0.03978871322550151,74.27882063864938,18139.202000712066,0.0,0.8360583133720043,0.9999208480416524,True
2125,0.38142200010597105,2125,0,True,47.75547274415828,134.20195785965464,2.9,0,0,1970-05-05 01:21:18.720040000,1e-08,94.2665880479813,18137.943533332873,0.0,0.02682836392529564,0.9999999999853572,True
13031,0.3045167957512448,2123,3,False,44.17268946412175,106.10753863357195,2.8,0,10529,1970-05-05 03:17:17.052557600,0.024978856776234046,69.42270179519615,18137.86299707688,0.0,0.7186224257744286,0.9999503086580015,True
2126,0.7524943336624936,2126,0,True,23.032554927407787,107.42215420325171,3.3,2,0,1970-05-05 09:22:51.207826000,1e-08,237.27674326054006,18137.60912953905,0.0,0.19706540073272472,0.999999999995033,True
14818,0.15256966202058725,1977,4,False,23.890328115951267,118.10924076827527,2.5,0,13012,1970-05-08 11:25:00.709773399,0.0068606890668420776,27.1487344611288,18134.524297340588,0.0,0.14317326678349596,0.9999478037479359,True
15950,0.2839987613229651,1767,5,False,35.2376325462442,115.55747103139875,2.8,0,14711,1970-05-09 21:25:14.408825999,0.048632346032764236,63.1459141385893,18133.107472120068,0.0,0.36060970784184665,0.9999032561936639,True
2127,0.15214237344363543,2127,0,True,45.96359534578131,120.88289717563998,2.5,0,0,1970-05-10 11:27:49.009712000,0.0014252017047059473,27.04549346943141,18132.522349424627,0.0,0.09385860346178199,0.9999891568142961,True
2128,7.992822408039356,2128,0,True,41.41487014813959,109.47513304220263,4.5,11,0,1970-05-10 19:17:26.871000000,0.001424966146337916,5879.894945408905,18132.196216770833,0.0,0.7957230412906939,0.9999999615127348,True
7258,0.18195277978435226,2128,1,False,41.42373758345557,109.54439059386665,2.6,0,2128,1970-05-10 19:18:49.176936000,77.26317025596597,34.4876717685592,18132.195264155835,0.0,0.6928052399879576,0.7235021147586044,True
7260,10.190627352418268,2128,1,False,41.430378459097234,109.48914400484348,4.6,9,2128,1970-05-10 19:30:34.876152000,21.770487475301422,8178.902000913812,18132.187096340833,0.0,0.3749068538580941,0.9995365981296652,True
10544,0.2911314187505531,2128,2,False,41.43750826936438,109.48753787706683,2.8,0,7260,1970-05-10 19:33:01.759176000,87.16209593943368,65.31006942382452,18132.185396305835,0.0,0.5586146758981291,0.8408020561798992,True
7257,0.17783930361414801,2128,1,False,41.37486434700105,109.42794344100132,2.5,0,2128,1970-05-10 19:33:45.753796800,75.25601149073181,33.432775827145456,18132.184887108833,0.0,0.3711652326021979,0.5640772321160097,True
7255,0.16580832877441737,2128,1,False,41.42846528120617,109.477370444879,2.5,0,2128,1970-05-10 19:44:16.043352000,36.531311606048384,30.39794241632594,18132.177592090833,0.0,0.1509131854253043,0.7573436521195808,True
10540,0.6109848848885768,2128,2,False,41.45955207254135,109.47840194882129,3.2,0,7260,1970-05-10 21:40:23.374603200,5.958181690423943,178.7909935014065,18132.096951682834,0.0,0.38715083376065484,0.9961786247619856,True
10545,0.2573105132748034,2128,2,False,41.40100181516152,109.50884301044039,2.7,0,7260,1970-05-10 23:08:56.077771200,4.794229574166905,55.223043581992556,18132.03546206283,0.0,0.8530505448665595,0.986692059661458,True
7253,0.18013201923269215,2128,1,False,41.40742779211257,109.47338934707683,2.6,0,2128,1970-05-12 22:41:44.705803200,0.39491248075170193,34.01967345731306,18130.054343682834,0.0,0.12256368171968268,0.9983470976213344,True
7256,0.21256284359067995,2128,1,False,41.40165250816873,109.48686821934628,2.6,0,2128,1970-05-14 16:53:19.306593600,0.25452194936111694,42.5993780305555,18128.296304321833,0.0,0.46003921234783907,0.9989343876156095,True
9154,0.3606908276508075,753,2,False,33.51552805572198,101.34930465037036,2.9,2,5206,1970-05-15 02:39:23.000766800,0.0014218612646478025,87.37466244152307,18127.889317120756,0.0,0.2696615472900944,0.9999979179925377,True
7261,0.1682119323894555,2128,1,False,41.40769069375229,109.4864803830528,2.5,0,2128,1970-05-15 15:27:55.168660800,0.23662146142183632,30.998136952736207,18127.355611473835,0.0,0.946722287846063,0.9982013519757483,True
12130,0.1533260418804068,753,3,False,33.5154826816702,101.35029679548168,2.5,0,9154,1970-05-16 00:16:24.160389200,0.05608087935948663,27.331744303098684,18126.988609254757,0.0,0.4668440403887544,0.9995734154876247,True
2129,0.17824788928783677,2129,0,True,41.27423682156736,136.79146211494432,2.5,0,0,1970-05-17 06:33:19.191160000,1e-08,33.53716952090242,18125.726861213425,0.0,0.2173180562606889,0.9999999999239179,True
12131,0.3190215520072145,753,3,False,33.51371020821404,101.3516412040361,2.8,0,9154,1970-05-21 03:41:46.189528400,0.017336722350230628,73.95297301058025,18121.845993176754,0.0,0.5515449234158691,0.9999655111698754,True
19040,0.15861169021855687,1767,8,False,35.19644229556181,115.43452815150395,2.5,0,18277,1970-05-27 21:13:33.544121998,0.06331333015182379,28.61961891244561,18115.115583980067,0.0,0.37092106674505776,0.9995184144157627,True
10470,0.7973485418957172,1960,2,False,31.397428424912377,130.83640525271156,3.3,0,7158,1970-05-28 22:44:09.632141400,0.005510258916139458,256.69372297327635,18114.05266629466,0.0,0.11025998718045393,0.9999972630362434,True
14680,0.151121987149159,1767,4,False,35.34537834825016,115.15226194994526,2.5,2,12801,1970-05-30 05:08:07.082298000,0.023434693110145576,26.79936954444355,18112.78602914007,0.0,0.46423765037624765,0.9998217196525743,True
2130,0.4584401122001975,2130,0,True,50.6741859556179,139.6837561024488,3.0,0,0,1970-06-04 11:26:58.747437000,1e-08,121.02428643496077,18107.522931163923,0.0,0.19277500473883336,0.9999999999890035,True
2131,0.30713673533034364,2131,0,True,55.854645769934066,124.87656994551057,2.8,0,0,1970-06-05 01:53:01.921679000,0.0006703360473878597,70.2353775588608,18106.92150553612,0.0,0.03542683047146633,0.9999986664440448,True
20216,0.47217125077485744,764,16,False,56.991126152280664,124.9350713609459,3.0,0,20211,1970-06-21 17:05:14.234789999,0.0028227322484428723,125.97508314871035,18090.28802968993,0.0,0.14986878895870925,0.9999968959679052,True
12942,0.3180199563483704,1767,3,False,35.327524051218234,115.63139740122887,2.8,0,10361,1970-06-24 03:04:41.502944400,0.03439699013539531,73.63772591819398,18087.87174186407,0.0,0.8292936730331955,0.9999315734661625,True
2132,0.1917763300028335,2132,0,True,55.62400597491311,132.0460835983335,2.6,0,0,1970-06-27 01:13:03.054095000,1e-08,37.04141572760732,18084.94927020723,0.0,0.9856107475559256,0.9999999999581105,True
7215,0.24004116269594708,2087,1,False,26.5473417001563,115.58776051404323,2.7,0,2087,1970-06-30 10:34:55.257793200,0.002270741722228369,50.24943411016414,18081.55908266443,0.0,0.6715279562965075,0.9999936545223934,True
7251,0.21988822483604517,2128,1,False,41.46117009552891,109.66951135991222,2.7,0,2128,1970-07-02 15:38:13.728724800,0.016140412994177667,44.6060167411978,18079.348452213835,0.0,0.9225402178394494,0.9999548972727911,True
2133,1.0990309844542177,2133,0,True,47.3396250901076,121.25396360433245,3.5,0,0,1970-07-02 18:23:25.662129000,1e-08,396.9553636176921,18079.233730762397,0.0,0.6359946043305962,0.999999999996993,True
2134,0.17400266260983396,2134,0,True,25.14381726185899,113.38024184168049,2.5,0,0,1970-07-05 00:03:39.508517000,0.0013859848087219102,32.45672399612067,18076.99745939216,0.0,0.8578977986619253,0.9999894551817781,True
2135,0.557092171690843,2135,0,True,25.239330658900066,136.8229605409299,3.1,0,0,1970-07-11 22:03:00.134621000,3.2604428623998004e-05,157.7117836746863,18070.081248441886,0.0,0.7085785860027752,0.9999999727169822,True
7240,0.4006453671951859,2110,1,False,52.01921655054966,128.98809626554518,3.0,1,2110,1970-07-18 17:06:13.863051200,0.0003229667457692035,100.77858583064285,18063.287339548016,0.0,0.8172312647202866,0.999999644847462,True
10512,0.19078267546758762,2110,2,False,52.018491983264326,128.99202090912482,2.6,0,7240,1970-07-18 17:15:52.411188800,4.761946700907019,36.78092535471695,18063.28064338902,0.0,0.6494562743144668,0.9802500642936725,True
14808,0.15018301617883162,1948,4,False,24.965425690156657,118.63177697781502,2.5,0,12991,1970-07-21 08:04:07.319841399,0.0019180976916503521,26.57340924161149,18060.663804168504,0.0,0.39343779927002176,0.999985406802137,True
10132,0.14884571538509203,1767,2,False,35.2785701969781,115.5904539149741,2.5,0,6620,1970-07-24 03:45:38.528950799,0.04263877614954071,26.252466071680896,18057.84330406307,0.0,0.1393474958782226,0.9996756475325275,True
7250,0.18870735251486717,2126,1,False,23.157696717540986,107.59125622231147,2.6,0,2126,1970-07-27 11:26:16.799016400,1e-08,36.23844074858378,18054.52341667805,0.0,0.904739200382915,0.9999999999581105,True
18201,0.9786934859602018,1327,7,False,54.29346891254071,112.98991287198325,3.4,0,17093,1970-07-30 10:10:04.943456600,0.00499720724160894,339.09543658803784,18051.576331672957,0.0,0.13294174263014968,0.9999980721662188,True
14731,0.1641524345245735,1767,4,False,35.234925248218644,115.46020036173064,2.5,0,12892,1970-07-30 12:03:34.656992399,0.05735559960741805,29.986263829828864,18051.49751554407,0.0,0.43224712746417726,0.9995637213229538,True
2136,0.9987791284717127,2136,0,True,47.25378376124911,124.18998744349064,3.4,2,0,1970-08-06 20:34:07.212704000,0.00010505542157956403,348.584352162052,18044.142972075184,0.0,0.18806438043884133,0.9999999594714464,True
7262,0.2561626785364246,2136,1,False,47.26141779354048,124.19174770775727,2.7,0,2136,1970-08-08 02:35:00.614988800,0.07025289197960731,54.888646785442376,18042.892353993186,0.0,0.7760571744727874,0.9998037003472197,True
18980,0.15337674456042907,1327,8,False,54.24190646797764,112.889063947271,2.5,0,18204,1970-08-09 00:24:55.756371800,0.014274927279014861,27.344023664537378,18041.98268800496,0.0,0.9693795612707848,0.9998913991465562,True
2137,0.3825850651196815,2137,0,True,34.48007507508014,113.74708014705439,2.9,1,0,1970-08-09 18:11:15.619510000,0.006290844051829144,94.65730379705906,18041.242180329744,0.0,0.4893700499435579,0.9999907884560219,True
6570,2.2205371377697256,1767,1,False,35.28726223853107,115.49405405930408,3.8,3,1767,1970-08-12 13:45:07.000582800,0.04919212726819544,1032.049726938874,18038.427002308068,0.0,0.8224381035413831,0.9999928964862009,True
